# 369 GBA wards. WARNING: _raw_tot_p is the source population field and sums to ~6x the real Greater Bengaluru total, with 125/369 rows failing male+female=total. Do NOT use it as population. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,ward_name_kn,corporation,corporation_kn,corporation_id,zone,division,sub_division,assembly,assembly_no,population_total,population_status,population_note,_raw_tot_p,_raw_tot_m,_raw_tot_f,_raw_sc_p,_raw_st_p,zone_csv,geometry_type,centroid_lng,centroid_lat,vertex_count
16,16 - Sarakki,ಸಾರಕ್ಕಿ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- JP Nagar,ARO- Sarakki,173 - Jayanagar,173,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,232570,119490,113080,13150,4950,Jayanagar,Polygon,77.576406,12.90904,150
29,29 - Hoodi,ಹೂಡಿ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Hoodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,206990,123170,83820,20880,4620,Bommanahalli,Polygon,77.720025,13.00209,388
19,19 - Jeevan Bhimanagar,ಜೀವನ್ ಭೀಮನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Jeevan Bhimanagar,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,272990,137890,135100,63520,4630,Bommanahalli,Polygon,77.657924,12.963582,206
38,38 - Nandini Layout,ನಂದಿನಿ ಲೇಔಟ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Mahalakshmi Layout,ARO- Nandhini Layout,156 - Mahalakshmi Layout,156,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,196390,101660,94740,22060,3710,Jayanagar,Polygon,77.533042,13.013829,215
69,69 - Hosapalya,ಹೊಸಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- Iblur,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188340,99840,88500,19410,4510,Bommanahalli,Polygon,77.648692,12.897187,223
57,57 - Kuvempu Ward,ಕುವೆಂಪು ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Subramanyanagara,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,242830,123100,119730,6950,1650,Bommanahalli,Polygon,77.562784,12.996039,178
23,23 - Sangama Ward,ಸಂಗಮ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,K.R. Pura,RO- Vignananagara,ARO- Mahadevapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,158350,82260,76100,14970,3610,Bommanahalli,Polygon,77.685144,12.97117,436
32,32 - Channasandra,ಚನ್ನಸಂದ್ರ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Kadugodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,146210,78780,67430,20980,2880,Bommanahalli,Polygon,77.772079,12.982441,264
81,81 - Nayanda Halli,ನಾಯಂಡ ಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Chandra Layout,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,259820,133760,126060,46150,4710,Malleswaram,Polygon,77.523146,12.943745,183
73,73 - Dr. Vishnuvardhan Ward,ಡಾII ವಿಷ್ಣುವರ್ಧನ್ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Thimenhalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,219490,111290,108200,8020,2380,Malleswaram,Polygon,77.533831,12.974418,204
107,107 - Dharmagiri Ward,ಧರ್ಮಗಿರಿ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Yediyuru,ARO- Ganesh Mandir,171 - Padmanabanagar,171,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,191540,97050,94480,13190,2660,Rajarajeshwari Nagara,Polygon,77.569942,12.919077,153
27,27 - Srigandada Kaval,ಶ್ರೀಗಂಧದ ಕಾವಲ್,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Kotigepalya,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,256520,134010,122510,27760,7040,Bommanahalli,Polygon,77.505677,12.985706,216
58,58 - Chickpete,ಚಿಕ್ಕಪೇಟೆ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Chickpete,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,276190,148120,128060,2450,1580,Bommanahalli,Polygon,77.578757,12.969754,162
31,31 - Kadugodi,ಕಾಡುಗೋಡಿ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Kadugodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189270,101180,88090,19140,2990,Bommanahalli,Polygon,77.769697,13.001678,401
40,40 - Varthur,ವರ್ತೂರು,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Varthur,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,209080,107200,101880,31430,2920,Jayanagar,Polygon,77.744136,12.943899,371
69,69 - Agrahara Dasarahalli,ಅಗ್ರಹಾರ ದಾಸರಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Agrahara Dasarahalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,247420,128060,119360,29590,5520,Bommanahalli,Polygon,77.539513,12.983702,187
36,36 - Bharath Aikya Ward,ಭಾರತ್ ಐಕ್ಯ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Doddane Kundi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,194980,105730,89260,16010,2860,Jayanagar,Polygon,77.708859,12.977974,235
35,35 - Garudachar Palya,ಗರುಡಾಚಾರ್ ಪಾಳ್ಯ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Garudacharpalya,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,209830,117700,92130,15130,4330,Jayanagar,Polygon,77.695029,12.991846,293
26,26 - Vannarpet,ವನ್ನಾರ್‌ಪೇಟೆ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Neelasandra,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,228580,113220,115360,108840,11390,Bommanahalli,Polygon,77.620258,12.95615,158
86,86 - Vidyaranyanagara,ವಿದ್ಯಾರಣ್ಯನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- KP Agrahara,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,284110,147860,137050,19770,7220,Malleswaram,Polygon,77.551367,12.969226,172
37,37 - Kundalahalli,ಕುಂದಲಹಳ್ಳಿ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Varthur,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,182170,96410,85760,23250,4310,Jayanagar,Polygon,77.723502,12.957592,286
34,34 - Kaveri Nagara,ಕಾವೇರಿ ನಗರ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Garudacharpalya,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,209590,115600,93990,38490,6030,Jayanagar,Polygon,77.71299,12.991377,277
28,28 - Neelasandra,ನೀಲಸಂದ್ರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Neelasandra,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,248530,130170,118360,16600,1900,Bommanahalli,Polygon,77.614935,12.952646,84
22,22 - Mahadevapura,ಮಹದೇವಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Vignananagara,ARO- Mahadevapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,173810,91920,81890,15070,3170,Bommanahalli,Polygon,77.686603,12.988795,308
55,55 - Bhuvaneshwari Nagar,ಭುವನೇಶ್ವರಿ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Binnypete,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,199360,101740,97620,15860,6700,Bommanahalli,Polygon,77.558786,12.971824,120
38,38 - Whitefield,ವೈಟ್‌ಫೀಲ್ಡ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Whitefield,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,202650,103890,98760,20500,2800,Jayanagar,Polygon,77.747469,12.966477,266
30,30 - Jakkasandra,ಜಕ್ಕಸಂದ್ರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Kormangala,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,255940,137630,117810,22540,6070,Bommanahalli,Polygon,77.633325,12.92009,130
50,50 - Gunjur,ಗುಂಜೂರು,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Gunjur,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,150850,77550,73300,29370,2670,Jayanagar,Polygon,77.730781,12.917029,313
13,13 - Rajarajeshwari Temple ward,ರಾಜರಾಜೇಶ್ವರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- KR Pura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,175390,93900,81490,16080,4380,Jayanagar,Polygon,77.693577,13.000949,101
43,43 - Dodda Nekkundi,ದೊಡ್ಡ ನೆಕ್ಕುಂಡಿ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Doddane Kundi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,169610,89210,80400,15180,2500,Jayanagar,Polygon,77.690471,12.972568,423
9,9 - Bhattarahalli,ಭಟ್ಟರಹಳ್ಳಿ,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,149110,76660,72450,16460,4340,Jayanagar,Polygon,77.711914,13.028395,251
4,4 - Parvathi Nagar,ಪಾರ್ವತಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Shivapura,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,203120,109830,93300,8500,4420,Jayanagar,Polygon,77.520498,13.017531,193
26,26 - Jagadish Nagar,ಜಗದೀಶ್ ನಗರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Vignananagara,ARO- Vibhoothipura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,184790,94700,90090,56830,3000,Bommanahalli,Polygon,77.662215,12.966239,300
20,20 - Kodihalli,ಕೋಡಿಹಳ್ಳಿ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Konena Agrahara,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,240570,122360,118210,38360,3230,Bommanahalli,Polygon,77.64494,12.96403,136
12,12 - Devasandra,ದೇವಸಂದ್ರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- Basavanapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,149900,78540,71360,16260,3250,Jayanagar,Polygon,77.701301,12.999549,226
63,63 - Bommanahalli,ಬೊಮ್ಮನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Bommanahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,267920,140100,127820,8380,2010,Bommanahalli,Polygon,77.624224,12.903994,141
3,3 - Chellakere,ಚೆಲ್ಲಕೆರೆ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Horamavu,ARO- Chellakere,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,170100,88840,81260,21440,2140,Jayanagar,Polygon,77.641319,13.031143,368
26,26 - Mallathahalli,ಮಲ್ಲತ್ತಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Rajarajeswari Nagara,ARO- Jnana Bharathi,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,215750,111990,103750,24880,7540,Bommanahalli,Polygon,77.499834,12.970064,276
44,44 - Ashwath Nagar,ಅಶ್ವಥ್ ನಗರ,East,ಪೂರ್ವ,3,Mahadevapura,RO- Marathahalli,ARO- Marathahalli,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,158510,83590,74910,36380,5150,Jayanagar,Polygon,77.696216,12.960598,184
30,30 - Belathur,ಬೆಳತ್ತೂರ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Hoodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,208690,115560,93130,51200,3910,Bommanahalli,Polygon,77.748764,13.00398,377
48,48 - Panathur,ಪಣತ್ತೂರು,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Gunjur,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,147660,84260,63400,37910,2940,Jayanagar,Polygon,77.707098,12.934504,256
41,41 - Nagapura,ನಾಗಪುರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Mahalakshmi Layout,ARO- Mahalakshmipuram,156 - Mahalakshmi Layout,156,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,265910,134190,131720,16800,3980,Jayanagar,Polygon,77.542897,13.004294,105
6,6 - Kalkere,ಕಲ್ಕೆರೆ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Horamavu,ARO- Kalkere,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,173590,90260,84130,21680,1220,Jayanagar,Polygon,77.674138,13.038935,324
29,29 - Austin Town,ಆಸ್ಟಿನ್ ಟೌನ್,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Vinayakanagar,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,197300,99230,98070,46040,1630,Bommanahalli,Polygon,77.614026,12.956744,121
7,7 - K Chennasandra,ಕೆ ಚೆನ್ನಸಂದ್ರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,145720,74770,70150,17780,6840,Jayanagar,Polygon,77.683159,13.032199,355
1,1 - Ramaswamy Palya,ರಾಮಸ್ವಾಮಿ ಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Shivajinagar,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,261240,131640,129600,34260,2350,Jayanagar,Polygon,77.598303,13.007176,104
24,24 - Vignananagara,ವಿಜ್ಞಾನನಗರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Vignananagara,ARO- Vignananagara,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,146490,76820,69670,8220,2290,Bommanahalli,Polygon,77.673538,12.972066,363
46,46 - Cheluvadi Palya,ಚೆಲುವಾದಿ ಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chamrajapet,ARO- Chamarajpet,168 - Chamrajapet,168,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,210190,106030,104150,104800,1920,Jayanagar,Polygon,77.56795,12.966046,229
43,43 - Devaraj Urs Ward,ದೇವರಾಜ ಅರಸು ವಾರ್ಡ್‌,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- V.V Puram,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,195250,99340,95920,12010,2470,Jayanagar,Polygon,77.563249,12.95109,123
15,15 - Byadarahalli,ಬ್ಯಾಡರಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Herohalli,ARO- Herohalli,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,227840,121860,105980,10450,9430,Jayanagar,Polygon,77.485675,12.978006,375
5,5 - Shivajinagar,ಶಿವಾಜಿನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Shivajinagar,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,254840,130180,124660,13000,1270,Jayanagar,Polygon,77.606385,12.985095,228
23,23 - Jogpalya,ಜೋಗಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Domluru,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,258030,129230,128790,27460,3890,Bommanahalli,Polygon,77.634944,12.972558,158
14,14 - Nagavarapalya,ನಾಗವಾರಪಾಳ್ಯ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Jeevan Bhimanagar,ARO- Kaggadasapura,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,248750,131280,117470,29960,4520,Jayanagar,Polygon,77.660751,12.986787,203
60,60 - Prakash Nagara,ಪ್ರಕಾಶ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Prakash Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,198590,101330,97260,15880,1380,Bommanahalli,Polygon,77.557094,12.996553,196
35,35 - Hombegowda Nagara,ಹೊಂಬೇಗೌಡ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Hombegowda Nagar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188660,97950,90110,18980,2380,Jayanagar,Polygon,77.596034,12.951749,226
7,7 - K Kamaraj Ward,ಕೆ ಕಾಮರಾಜ್ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Halasuru,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,231930,115610,116320,13450,1150,Jayanagar,Polygon,77.614154,12.982855,195
40,40 - Ashoka Pillar,ಅಶೋಕ ಪಿಲ್ಲರ್‌,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Ashoka Pillar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189890,95630,94260,7480,3990,Jayanagar,Polygon,77.585485,12.944748,240
37,37 - BHEL Ward,ಬಿಎಚ್‌ಇಎಲ್ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Hombegowda Nagar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,193360,99750,93610,32010,3550,Jayanagar,Polygon,77.597021,12.933187,195
45,45 - K.R Market,ಕೆ.ಆರ್. ಮಾರುಕಟ್ಟೆ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chamrajapet,ARO- Chamarajpet,168 - Chamrajapet,168,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,224130,116850,107280,49630,2510,Jayanagar,Polygon,77.571744,12.965473,395
23,23 - Rajarajeshwari Nagara,ರಾಜರಾಜೇಶ್ವರಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Rajarajeswari Nagara,ARO- Rajarajeswari Nagara,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,260500,133480,126010,14570,6520,Bommanahalli,Polygon,77.51283,12.923845,296
6,6 - Bharathi Nagar,ಭಾರತಿ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO- Shivajinagar,ARO- Halasuru,162 - Shivajinagar,162,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,242200,123050,119150,21020,1080,Jayanagar,Polygon,77.60913,12.990321,120
22,22 - Domluru,ದೊಮ್ಮಲೂರು,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Domluru,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,199820,101200,98620,27900,5420,Bommanahalli,Polygon,77.638955,12.959613,186
60,60 - Seshadripuram,ಶೇಷಾದ್ರಿಪುರಂ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Gandhinagara,ARO- Sheshadripuram,164 - Gandhinagara,164,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,190520,98100,92420,17900,1780,Bommanahalli,Polygon,77.576553,12.995128,97
39,39 - Venkat Reddy Nagara,ವೆಂಕಟ ರೆಡ್ಡಿ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Ashoka Pillar,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188880,94960,93920,56270,4190,Jayanagar,Polygon,77.591987,12.945653,81
25,25 - Ashokanagar,ಅಶೋಕನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Shanthinagar,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,218040,108950,109090,19870,3110,Bommanahalli,Polygon,77.608017,12.968166,324
97,97 - Srinivasa Nagara,ಶ್ರೀನಿವಾಸ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Srinivasa Nagara,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,257160,132780,124380,3850,3660,Malleswaram,Polygon,77.555253,12.935294,127
70,70 - Dr Rajkumar Ward,ಡಾ. ರಾಜ್‌ಕುಮಾರ್ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Agrahara Dasarahalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,241060,124760,116300,21550,6760,Bommanahalli,Polygon,77.549979,12.979962,314
52,52 - Kodandarampura,ಕೋದಂಡರಾಮಪುರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Rajamahal,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189620,93400,95520,8220,1490,Jayanagar,Polygon,77.57363,13.002565,124
14,14 - Herohalli,ಹೆರೋಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Herohalli,ARO- Herohalli,153 - Yeshwanthapura,153,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,284130,150130,134190,21920,4900,Jayanagar,Polygon,77.492935,12.993102,277
59,59 - Bandi Reddy Circle Ward,ಬಂಡಿ ರೆಡ್ಡಿ ವೃತ್ತ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Prakash Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,212860,108400,104460,38050,950,Bommanahalli,Polygon,77.561545,12.991036,160
